id,index,y1,y2,y3,y4,y5,y6,y7,y8,y10,y11,y12,y14,y15,y17,y19,y20,y22,y23,y26,n27,n28,n29,n30,n31,n32,n33,n34,n36,n37,n38,n40,n41,n43,n45,n46,n48,n49,n52,n53,n54,n55,n56,n57,n58,n59,n60,n62,n63,n64,n66,n67,n69,n71,n72,n74,n75,n78,t79,t80,t81,t82,t83,t84,t85,t86,t88,t89,t90,t92,t93,t95,t97,t98,t100,t101,t104,t105,t106,t107,t108,t109,t110,t111,t112,t114,t115,t116,t118,t119,t121,t123,t124,t126,t127,t130,edad,antigüedad en la organización,educacion,hijos,estado civil,area,nivel del cargo,genero,antigüedad en el cargo,Conexion,Equilibrio,Proposito,Orgullo (eNps),Pedir ayuda,Contribucion,Retroalimentacion,Reconocimiento,Liderazgo y trabajo en equipo,Rituales,Comunicacion,Conversaciones,Entorno saludable,Innovacion,Adaptabilidad,Toma de decisiones,Empoderamiento,Relaciones,Superar metas,edad_bkt,antigüedad en el cargo bkt,antigüedad en la organización bkt
46,zidt5d3wfvsv8hzidmgmcu2su3bi7zvy,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,"28,0","5,0",ingenieria electrica,4.0,casado,soporte,jefe I,femenino,"1,0","3,2","1,8","3,6","4,2","3,4","2,6","3,0","3,2","3,2","3,0","3,6","3,2","3,2","3,8","3,0","2,8","3,2","3,8","4,4",25-35,0-1,3-5
47,fp3rgkthblrl3fpb1xbpnpma3nx61ijo,4.0,5.0,1.0,2.0,2.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,5.0,1.0,5.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,"35,0","3,0",sicologo,4.0,soltero,gh,analista I,otro,"4,0","3,4","4,2","2,6","4,4","3,6","3,8","2,2","4,4","4,4","3,2","3,8","4,2","3,2","4,8","3,6","4,2","3,6","3,0","3,4",25-35,3-5,1-3
48,xu5sv0zoj2vd1wccqn4u8vxu5sv0zhbd,2.0,2.0,1.0,2.0,5.0,1.0,5.0,4.0,1.0,4.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,"29,0","1,0",ingenieria sistemas,4.0,casado,frontend,analista II,masculino,"2,0","2,8","2,4","1,6","3,4","4,2","3,0","3,4","2,8","2,6","3,0","2,6","4,0","3,0","2,8","3,8","2,6","3,4","3,2","4,0",25-35,1-3,0-1
49,hl5hd2s3n9voyevvzhl5hdqzkf42ua9b,1.0,4.0,5.0,1.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,"34,0","3,0",ingenieria industrial,1.0,soltero,analista,analista I,femenino,"3,0","3,4","4,6","4,2","3,8","3,8","3,6","3,6","4,6","4,2","4,6","4,0","3,4","4,2","3,4","4,2","3,4","4,0","4,0","3,6",25-35,1-3,1-3
50,o89n5bundaxjitqa3fw2o89n5xgw1ikh,4.0,4.0,5.0,2.0,2.0,5.0,4.0,5.0,1.0,2.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,"42,0","4,0",ingenieria sistemas,2.0,casado,backend,jefe II,otro,"4,0","3,4","3,0","2,8","3,2","3,0","3,4","3,0","3,4","3,0","2,8","3,6","3,2","3,2","4,2","4,0","3,2","3,4","3,8","3,0",35-45,3-5,3-5
51,tz6toahqc7k19iqothc468dtz6toa7va,2.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"42,0","1,0",ingenieria electrica,3.0,soltero,soporte,analista I,masculino,"4,0","3,8","3,6","4,2","4,4","4,2","4,6","3,6","4,2","4,6","5,0","4,8","4,8","5,0","4,8","4,2","5,0","4,6","4,8","4,8",35-45,3-5,0-1
52,dl5aex87klt8ai2c1odl5hogs2plwghh,2.0,4.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,"29,0","5,0",sicologo,0.0,casado,gh,jefe II,femenino,"3,0","4,0","4,4","3,6","4,2","4,2","3,6","3,4","4,2","4,8","4,8","4,8","4,4","3,6","3,6","4,8","4,8","4,2","4,8","5,0",25-35,1-3,3-5
53,ls4vwuu5q02fr8sd2ls4vwu2dvd9loie,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,2.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,"41,0","4,0",ingenieria sistemas,2.0,soltero,frontend,analista III,otro,"2,0","4,0","4,6","4,4","5,0","4,8","4,8","4,4","4,4","5,0","4,2","5,0","3,6","4,8","3,8","4,2","3,8","4,8","4,2","4,8",35-45,1-3,3-5
54,y4pivmr8wipyh93sy4pivl776fkts5pe,4.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"28,0","5,0",ingenieria industrial,4.0,casado,analista,analista III,masculino,"3,0","4,4","5,0","4,6","4,0","4,6","4,4","4,2","4,8","4,4","4,4","4,8","4,0","4,0","5,0","4,6","5,0","4,8","5,0","3,8",25-35,1-3,3-5
55,syeql32khf7oqhusyeql3ewferu4pp7x,5.0,2.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,"30,0","5,0",ingenieria sistemas,4.0,soltero,backend,jefe I,femenino,"3,0","3,6","2,8","3,4","3,8","4,0","3,6","3,6","3,8","4,0","2,8","3,6","4,4","3,2","3,2","3,0","3,8","2,8","3,8","3,6",25-35,1-3,3-5
56,8a73jnztcdtro8kka8a73j5emcod9q4q,1.0,5.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,1.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,"34,0","6,0",ingenieria electrica,0.0,casado,soporte,jefe II,otro,"1,0","3,6","4,2","3,4","4,4","4,0","3,2","2,6","4,0","4,4","4,2","4,6","4,4","4,4","4,4","4,4","3,8","3,6","4,2","4,4",25-35,0-1,5-8
57,m45d3tpopofru3jsipz14wnm45d3tpol,2.0,4.0,1.0,2.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,"36,0","5,0",sicologo,4.0,soltero,gh,jefe I,masculino,"3,0","2,8","3,2","1,4","3,8","3,6","4,0","2,8","3,4","3,4","4,6","3,6","4,0","3,6","3,4","3,4","3,8","2,4","3,2","2,6",35-45,1-3,3-5
58,8ovi51x1bwfzr9s20hn2g8ovi5tr7jop,1.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,"22,0","2,0",ingenieria sistemas,2.0,casado,frontend,jefe II,femenino,"2,0","3,4","4,0","4,0","4,6","4,4","4,4","3,6","3,6","4,0","4,0","4,4","4,0","4,2","4,4","4,4","3,8","4,0","4,6","4,2",18-25,1-3,1-3
59,o57htf72zrxtq7w49l7two57htfq9nx1,1.0,2.0,5.0,1.0,2.0,5.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,2.0,4.0,1.0,3.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,"36,0","3,0",ingenieria industrial,0.0,soltero,analista,analista II,otro,"1,0","2,8","2,8","2,4","3,0","3,6","4,0","3,4","3,2","2,2","1,8","2,0","2,6","3,8","4,6","4,0","2,6","2,4","3,6","3,0",35-45,0-1,1-3
60,1u4co82nfnuswpois1u4cchq1u2glkk4,5.0,4.0,5.0,4.0,2.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,1.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,"38,0","5,0",ingenieria sistemas,4.0,casado,backend,jefe II,masculino,"2,0","4,4","4,4","3,8","4,6","3,6","4,2","3,6","3,4","4,4","4,4","4,8","4,6","3,6","4,2","4,4","3,8","4,6","4,4","4,0",35-45,1-3,3-5
61,8oistajse95k3ti2fed8oista7vrqt7d,2.0,4.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,"38,0","5,0",ingenieria electrica,2.0,soltero,soporte,jefe I,femenino,"4,0","3,4","3,0","3,2","4,0","3,2","4,0","4,4","3,2","3,2","3,6","3,8","3,6","3,6","4,0","4,0","3,2","3,2","3,8","3,6",35-45,3-5,3-5
62,zayos6bjg3ab23v1053oxzayos6bztsv,2.0,2.0,1.0,5.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,"40,0","1,0",sicologo,0.0,casado,gh,analista II,otro,"4,0","3,8","4,0","3,4","4,8","4,4","4,6","3,8","3,6","4,6","4,0","4,4","3,6","4,4","2,6","4,6","5,0","4,8","4,8","4,0",35-45,3-5,0-1
63,t1ca0o57rw6471s5mext1ca0o5o16dcu,1.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,5.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,"28,0","6,0",ingenieria sistemas,2.0,soltero,frontend,jefe II,masculino,"1,0","2,6","2,2","1,6","3,4","4,0","2,6","2,6","2,2","3,0","2,0","3,0","3,0","3,0","3,0","3,4","2,8","2,6","3,6","2,4",25-35,0-1,5-8
64,mb82hk8i1k545ughremb82cqaykyibve,2.0,4.0,1.0,2.0,5.0,4.0,5.0,4.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,5.0,4.0,5.0,3.0,2.0,2.0,5.0,3.0,5.0,1.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,1.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,5.0,1.0,2.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,"38,0","2,0",ingenieria industrial,4.0,casado,analista,jefe I,femenino,"4,0","3,2","2,6","1,8","3,8","4,6","3,6","4,0","2,0","2,4","2,8","2,8","2,6","4,2","2,2","2,4","3,4","2,6","3,8","3,8",35-45,3-5,1-3
65,g40webd360084tupg4fz6mxbknqqe3zd,1.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,1.0,2.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,2.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,"44,0","5,0",ingenieria sistemas,3.0,soltero,backend,analista II,otro,"3,0","3,6","3,4","3,4","4,2","3,8","4,2","3,0","3,2","4,0","3,0","4,4","3,6","4,0","4,2","4,0","3,4","3,6","3,8","4,2",35-45,1-3,3-5
66,7kh4ufxrjnvfi347kh4og1edlkemkkes,2.0,2.0,5.0,2.0,4.0,1.0,4.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,"35,0","3,0",ingenieria electrica,4.0,casado,soporte,analista II,masculino,"4,0","3,0","3,6","3,6","3,4","4,0","3,4","3,8","4,2","3,6","3,2","3,4","4,4","3,4","4,2","4,0","3,4","3,8","3,6","3,2",25-35,3-5,1-3
67,slakrtgssdo9xko0ydfslakrtoiou3og,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,"27,0","3,0",sicologo,0.0,soltero,gh,analista III,femenino,"1,0","4,8","4,8","4,8","5,0","4,2","4,6","4,4","4,2","4,8","5,0","5,0","4,4","3,6","4,0","4,6","4,4","5,0","4,8","4,2",25-35,0-1,1-3
68,afmw9ydbel00p2rlafmw9ydbhh2za2b7,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"24,0","6,0",ingenieria sistemas,1.0,casado,frontend,analista II,otro,"2,0","4,0","3,8","3,8","4,0","4,4","3,8","3,2","3,2","4,0","3,8","4,2","3,6","4,8","4,0","4,4","4,2","4,4","4,0","3,8",18-25,1-3,5-8
69,imcxo1hofswli70fsimcxonc1sncnie8,5.0,5.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,5.0,1.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,1.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,"29,0","6,0",ingenieria industrial,4.0,soltero,analista,jefe II,masculino,"3,0","4,6","4,0","3,4","3,2","4,2","3,6","3,8","2,4","1,8","1,4","2,6","2,0","3,6","3,0","3,6","3,2","2,4","4,0","3,0",25-35,1-3,5-8
70,gjbx8ft23408bq0u6gjbx8f7u3xggs2k,2.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,3.0,2.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"25,0","6,0",ingenieria sistemas,2.0,casado,backend,analista II,femenino,"1,0","2,8","3,4","2,2","4,0","3,4","4,2","3,2","4,2","3,8","3,2","4,4","4,4","3,6","3,4","4,6","4,0","3,6","4,6","4,2",18-25,0-1,5-8
